ApplNo,device_sort_index,device_name,objectName,SetDeviceInstallationLocation,description,node_name,node_id,node_type,OccSens_En,instanceNumber,node_sort_index,node_path_index,id,site_id,RS485_Baudrate,RS485_Address,RS485_BusProtokoll,AI_Cnfg,Vmin_m3h,EnableAirQualityIndication,SetCo2LimitGoodAirQuality,SetCo2LimitModerateAirQuality,SetControlMode,VmaxH_m3h,VmaxC_m3h,Vnom_m3h,Damp_RotDir,Temp_Sp_H_Shift_ECO,Temp_Sp_C_Shift_ECO,POnMode,DmpPos_OFF,Temp_Max,Temp_Min,CO2_Calib_Min,CO2_Calib_Max,p_dep_mode,Act_SyncPos,dp_at_Vnom_Cal,SetBacnetWatchdogTimeout
2.0,13.0,1B-21F-V6-20,1B-21F-V6-20,1B-21F-76,V6_VAV-5000-06,C,05418a6a-00ec-4ed8-8943-d607023424ac,ROOM,0.0,2321076.0,2.0,0.0,16432.0,7417.0,2.0,76.0,1.0,4.0,112.0,1.0,1000.0,1500.0,1.0,763.0,763.0,763.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
4.0,1.0,2B-16F-V8H-10,2B-16F-V8H-10,2B-16F-10,V8H_VAV-50E1-08,B,aff526a4-95bf-4b77-b51e-724fb08ef1b3,ROOM,0.0,2416010.0,1.0,0.0,16437.0,7419.0,2.0,10.0,1.0,4.0,223.0,1.0,1000.0,1500.0,1.0,1361.0,1361.0,1361.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,1.0,VAV-83-2,ZoneEase VAV,AHU Room,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,AHU Room,002c0532-fe2f-4173-b22f-ed0063cfb6d8,ROOM,0.0,20286.0,0.0,0.0,7802.0,3927.0,2.0,2.0,1.0,2.0,345.6,1.0,1000.0,1500.0,1.0,1560.96,1560.96,2304.0,,8.0,8.0,2.0,1.0,30.0,16.0,0.0,2000.0,1.0,1.0,262.0,120.0
2.0,0.0,VAV-PID-150,VAV10,AHU-1-VAV-10,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-10,9756ebb6-3044-41b5-ab81-752ef5b5adf3,ROOM,0.0,1010.0,9.0,0.0,25752.0,11108.0,3.0,10.0,1.0,1.0,51.0,1.0,1000.0,1500.0,1.0,339.8,339.8,373.8,1.0,0.0,0.0,3.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,373.3,120.0
2.0,0.0,VAV-PID-150,VAV-103,VAV-103,0,VAV-103,15854c80-6b48-4cd0-9710-6f0fea8a10b8,ROOM,0.0,103.0,102.0,0.0,12820.0,5879.0,3.0,103.0,1.0,1.0,114.6832287,1.0,1000.0,1500.0,1.0,764.554858,764.554858,841.0103438,1.0,0.0,0.0,3.0,0.0,30.0,17.77777778,0.0,2000.0,1.0,1.0,373.26,120.0
1.0,0.0,Box 1,Heinzungslüftung,Fenster Links,nichts,Raum 1,0#0#0,ROOM,0.0,1.0,0.0,0.0,253.0,253.0,4.0,100.0,,,1.0,,,,,,2.0,3.0,0.0,2.0,2.0,2.0,1.0,,10.0,10.0,10.0,,0.0,,
2.0,1.0,VAV 35,ZoneEase VAV,SPF Procedure 1,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,SPF Procedure 1,e946d9fb-ad99-46a9-94c2-497b7155cffa,ROOM,0.0,1035.0,7.0,0.0,12432.0,4301.0,2.0,35.0,1.0,2.0,205.5783661,1.0,1000.0,1500.0,1.0,917.4571712,917.4571712,1368.0,,8.0,8.0,2.0,1.0,30.0,16.0,1000.0,2000.0,1.0,1.0,215.8,120.0
2.0,5.0,"800 CFM,8"" DIA 6",ZoneEase VAV,VAV-6,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,AHU-1,84e807fb-0bfb-41e1-b9a6-5f4d4c834200,ROOM,0.0,46.0,0.0,0.0,28090.0,12022.0,2.0,46.0,1.0,2.0,135.9,1.0,1000.0,1500.0,1.0,1359.2,1359.2,1614.1,0.0,4.0,4.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,248.8,120.0
3.0,4.0,13,VAV-05-13,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,1,6e849c75-d9f2-4a81-a990-f8e9fbe970b8,ROOM,0.0,513.0,0.0,0.0,11079.0,4715.0,2.0,13.0,1.0,2.0,300.0,1.0,1000.0,1500.0,1.0,1200.0,1200.0,0.0,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,0.0,120.0
2.0,27.0,5-21-027-DVS-150/32157,5F_VAV54,STORE ROOM,DVS-150,N.A,e8f3994d-6db1-49ee-b1e9-468a5d1fb3cd,ROOM,0.0,5054.0,0.0,0.0,8263.0,4096.0,2.0,54.0,1.0,1.0,0.0,1.0,1000.0,1500.0,1.0,340.0,340.0,765.0,1.0,0.0,0.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,90.0,120.0
2.0,0.0,CDB-05,B1-7F-VAV-34,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,B1-7F-VAV-34,5a4bb740-6750-4fc3-a992-ba67fb208c54,ROOM,0.0,7034.0,33.0,0.0,22644.0,9753.0,2.0,34.0,1.0,2.0,68.0,1.0,800.0,1250.0,1.0,340.0,340.0,472.6,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,92.0,120.0
3.0,103.0,246104,VAV-23,,,VAV-23,adbb98e6-1bbd-4b07-a275-ba02ab6bbc5a,ROOM,0.0,246104.0,0.0,0.0,3502.0,1953.0,2.0,104.0,1.0,2.0,180.0,1.0,1000.0,1500.0,1.0,900.0,900.0,900.0,1.0,,,2.0,1.0,,,0.0,2000.0,1.0,1.0,158.0,120.0
2.0,0.0,CDB-12,7F-A4-RVAV-78,7F-A4-RVAV-78,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,7F-A4-RVAV-78,00e89602-008c-4f9e-adc4-73e275e5f82a,ROOM,0.0,778.0,77.0,0.0,14858.0,6767.0,2.0,78.0,1.0,2.0,306.0,1.0,1000.0,1500.0,1.0,3060.0,3060.0,3808.0,1.0,4.0,4.0,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,143.0,120.0
2.0,0.0,DVS-150,VAV-47,VAV-47,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-47,c839f194-2c6c-4e9b-be4b-a0bd1198d7c6,ROOM,0.0,347.0,46.0,0.0,4066.0,2178.0,2.0,47.0,1.0,2.0,34.0,1.0,1000.0,1500.0,1.0,340.0,340.0,1101.6,0.0,,,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,165.0,120.0
2.0,1.0,VAV-L8-S-2,ZoneEase VAV,Device Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,S,91f55a82-62ff-47be-8d73-50c05f4c0f95,ROOM,0.0,80102.0,1.0,0.0,22183.0,8699.0,1.0,2.0,1.0,1.0,1039.8,1.0,1000.0,1500.0,1.0,3466.0,3466.0,5436.8,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,120.0,120.0
2.0,8.0,9,ZoneEase VAV,Location,NVAV-BP-8-500CFM,Room No,5b8cc280-2d8e-4402-a3a2-3fe4112b279e,ROOM,0.0,31.0,0.0,0.0,12008.0,5531.0,2.0,9.0,1.0,1.0,0.0,1.0,1000.0,1500.0,1.0,0.0,850.0,1190.0,0.0,2.0,2.0,1.0,0.0,30.0,10.0,0.0,2000.0,1.0,0.0,150.0,120.0
2.0,8.0,VAV-30A-01B-09,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,TYPE B,490f1ae1-caf2-479e-ba1c-cccc01039fe4,ROOM,0.0,61607.0,1.0,0.0,16153.0,7294.0,2.0,13.0,1.0,2.0,1308.2,1.0,1000.0,1500.0,1.0,1868.9,1868.9,2268.0,,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,253.9,120.0
2.0,0.0,AP-PI-SC- 150,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,2B-VAV-43,9344ac2b-9a83-4e87-ae12-ad9a7a390212,ROOM,0.0,43.0,3.0,0.0,13679.0,6226.0,2.0,43.0,1.0,1.0,85.0,1.0,1000.0,1500.0,1.0,425.0,425.0,765.0,1.0,4.0,4.0,1.0,1.0,30.0,18.0,0.0,2000.0,1.0,1.0,115.0,120.0
4.0,3.0,2B-6F-V8H-21,2B-6F-V8H-21,2B-6F-21,V8H_VAV-50E1-08,C,2b3da79f-0a8d-47f3-b996-7fdd3afdf963,ROOM,0.0,2406021.0,2.0,0.0,25824.0,8125.0,2.0,21.0,1.0,4.0,223.0,1.0,1000.0,1500.0,1.0,1361.0,1361.0,1361.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,1.0,VAV-102,0,0,0,101,0#0#0,ROOM,0.0,1002.0,0.0,0.0,176.0,176.0,2.0,2.0,,,100.0,,,,,,1000.0,2000.0,0.0,1.0,1.0,2.0,1.0,28.0,18.0,0.0,2000.0,,0.0,100.0,
2.0,0.0,VAV-PID-100,VAV-9,CSU-1,0,VAV-9,9acb00a6-69d3-4d86-84ac-8d3576548d5c,ROOM,0.0,33.0,8.0,0.0,11766.0,5482.0,3.0,9.0,1.0,1.0,49.95091739,1.0,1000.0,1500.0,1.0,333.0061159,333.0061159,366.3067275,1.0,0.0,2.777777778,3.0,0.0,30.0,18.33333333,0.0,2000.0,1.0,1.0,373.26,120.0
2.0,0.0,VAV-PID-F-175,VAV9,VAV-9,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-9,e3e0ae08-ea57-4377-93ba-43fd545e5c33,ROOM,0.0,1009.0,8.0,0.0,23758.0,10231.0,3.0,9.0,1.0,1.0,103.2,1.0,1000.0,1500.0,1.0,688.1,688.1,756.9,1.0,0.0,0.0,3.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,373.3,120.0
2.0,20.0,02-23-645--250-26037,VAV-81,N.A,DVS-250,N.A,3b1702b0-4ca2-4168-a2f5-a825a525515e,ROOM,0.0,1281.0,0.0,0.0,14197.0,6504.0,2.0,81.0,1.0,1.0,459.0,1.0,1000.0,1500.0,1.0,2295.0,2295.0,2465.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,112.0,120.0
2.0,0.0,AG_3F_VAV_53,AG_3F_VAV_48,WS,AG_3F_VAV_53,AG_3F_VAV_53,d473fe29-e3b7-4092-8498-9c25e38c74b5,ROOM,0.0,3053.0,4.0,0.0,10019.0,4754.0,1.0,57.0,1.0,1.0,200.0,1.0,1000.0,1500.0,1.0,3738.317757,3738.317757,5098.0,0.0,4.0,4.0,2.0,1.0,30.0,16.0,0.0,2000.0,1.0,1.0,132.0,120.0
2.0,53.0,5-19-028-DVS-150-1311,9FLR/AHU1/VAV7,AHU-1,DVS-150,,df343a4f-779e-4246-baae-318a2dcc6aef,ROOM,0.0,407.0,0.0,0.0,2189.0,1441.0,2.0,7.0,1.0,2.0,68.0,1.0,1000.0,1500.0,1.0,340.0,340.0,765.0,1.0,0.0,0.0,3.0,1.0,28.0,18.0,0.0,0.0,1.0,1.0,105.0,120.0
2.0,0.0,"VAV BOX 10""","VAV 10""",1,VAV BOX,1,af6fefc2-a515-4a9d-8649-c3ff55177a4c,ROOM,0.0,251.0,0.0,0.0,18081.0,7979.0,2.0,1.0,1.0,2.0,270.0,1.0,1000.0,1500.0,1.0,2050.0,2050.0,2700.0,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,225.0,120.0
2.0,32.0,R118-5(TB-14),1,1,1,1,ae9b39fe-b15e-4555-a1c3-89a2e6be6550,ROOM,0.0,1033.0,0.0,0.0,9856.0,4693.0,0.0,33.0,1.0,1.0,2380.0,1.0,1000.0,1500.0,1.0,4590.0,4590.0,6533.0,0.0,,,3.0,0.0,30.0,15.0,0.0,2000.0,1.0,1.0,250.0,120.0
2.0,0.0,VAV PID-150,100,ANTE ROOM,0,VAV-100,14842529-c95f-4039-8a31-539b85b7518f,ROOM,0.0,100.0,22.0,0.0,5471.0,2813.0,3.0,100.0,1.0,2.0,56.1,1.0,1000.0,1500.0,1.0,561.0,561.0,617.1,1.0,0.0,5.0,3.0,0.0,30.0,18.0,0.0,2000.0,1.0,1.0,360.0,120.0
3.0,12.0,VAV-13,ZoneEase VAV,13,ZoneEase VAV,1,8f299449-fd50-4367-bfba-094ac73260d4,ROOM,0.0,13.0,0.0,0.0,5467.0,2811.0,2.0,13.0,1.0,2.0,0.0,1.0,1000.0,1500.0,1.0,510.0,510.0,510.0,1.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,0.0,120.0
2.0,9.0,VAV-4-18,,,,NURSING COLG,c5a464b5-1705-4f01-9993-54af57ee618f,ROOM,0.0,196.0,0.0,0.0,2846.0,1701.0,2.0,99.0,1.0,2.0,810.4205012,1.0,1000.0,1500.0,1.0,2990.23078,2990.23078,5400.0,1.0,8.0,8.0,2.0,1.0,30.0,16.0,1000.0,2000.0,1.0,1.0,361.0,120.0
2.0,6.0,TR.L15O.VAV110,ZoneEase VAV,Office 01,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,Office 01,70783735-5c02-4114-a4ae-a317f74336be,ROOM,1.0,215110.0,0.0,0.0,10767.0,5074.0,3.0,10.0,1.0,2.0,339.8,1.0,1000.0,1500.0,1.0,2208.7,2208.7,0.0,,4.0,4.0,2.0,1.0,30.0,16.0,1000.0,2000.0,1.0,1.0,0.0,120.0
2.0,8.0,"TB-9C,10C,11C-3",ZoneEase VAV,1,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,1,ae1de56a-8acf-4eff-bfeb-65bfc405ee0a,ROOM,0.0,5009.0,0.0,0.0,7091.0,3656.0,2.0,9.0,1.0,2.0,403.2,1.0,1000.0,1500.0,1.0,594.0,594.0,594.0,,8.0,8.0,2.0,1.0,30.0,16.0,1000.0,2000.0,1.0,1.0,288.0,120.0
8.0,0.0,VAV PID-250,VAV-23,VAV-23,0,VAV-23,6a4ba58b-b027-4091-833c-5971b5f3ae59,ROOM,0.0,23.0,22.0,0.0,13365.0,6097.0,3.0,23.0,1.0,1.0,307.520954,1.0,1000.0,1500.0,1.0,1843.426713,1843.426713,2027.769384,1.0,0.0,0.0,3.0,0.0,30.0,17.77777778,0.0,2000.0,1.0,1.0,373.26,120.0
2.0,70.0,RSV-TU-1-I-07-71,,,,1,57362bb1-5e5f-4d5d-be42-8bf744bb9ed2,ROOM,0.0,1351.0,0.0,0.0,3789.0,2063.0,2.0,71.0,1.0,2.0,350.0,1.0,1000.0,1500.0,1.0,850.0,850.0,1530.0,0.0,,,2.0,0.0,,,0.0,2000.0,1.0,1.0,299.0,120.0
2.0,0.0,VAV-L17-17,VAV,17,VAV,17,229e8d93-bf69-4a49-a23b-6cabc3df0b81,ROOM,0.0,17.0,16.0,0.0,2488.0,1552.0,1.0,17.0,1.0,2.0,177.0,1.0,1000.0,1500.0,1.0,177.0,887.0,1651.0,0.0,8.0,8.0,3.0,1.0,30.0,16.0,100.0,2000.0,1.0,1.0,250.0,120.0
2.0,14.0,15,ZoneEase VAV,Location,NVAV-BP-6-383.6CFM,Room No,e9703b27-be39-4bb0-a758-a914422295d3,ROOM,0.0,37.0,0.0,0.0,17054.0,6133.0,2.0,15.0,1.0,1.0,0.0,1.0,1000.0,1500.0,1.0,652.0,652.0,688.0,0.0,2.0,2.0,1.0,0.0,28.0,18.0,0.0,2000.0,1.0,0.0,150.0,120.0
2.0,0.0,09-24-466--150-9733,6th Flr/AHU-02/01/A-VAV-01,n.a,DVS150,AHU-02/01,69c48f75-4ecb-4769-866f-72ec82ed44d2,ROOM,0.0,6001.0,0.0,0.0,25219.0,10879.0,2.0,1.0,1.0,1.0,85.0,1.0,1000.0,1500.0,1.0,425.0,425.0,1003.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,269.0,120.0
2.0,10.0,VAV-31B-01B-11,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,TYPE B,baefc057-5bc5-4f26-a335-b73157b72b95,ROOM,0.0,61741.0,1.0,0.0,16156.0,7295.0,2.0,15.0,1.0,2.0,1308.2,1.0,1000.0,1500.0,1.0,1868.9,1868.9,2268.0,,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,253.9,120.0
2.0,24.0,1B-11F-V6-14,1B-11F-V6-14,1B-11F-70,V6_VAV-5000-06,B,660d115e-d370-4661-b6f6-a4b3800511f3,ROOM,0.0,2311070.0,1.0,0.0,28176.0,7417.0,2.0,70.0,1.0,4.0,112.0,1.0,1000.0,1500.0,1.0,763.0,763.0,763.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
1.0,116.0,box 117,aaa,aaa,,Raum 2,79c6657b-e3be-4363-8955-4a32f8e8f9ca,ROOM,0.0,244.0,1.0,0.0,2542.0,470.0,2.0,117.0,1.0,2.0,1.0,1.0,1000.0,1500.0,1.0,100.0,100.0,0.0,,,,2.0,1.0,,,1.0,100.0,1.0,1.0,0.0,120.0
2.0,18.0,VAV-O3019,1,1,1,1,e91a0601-52fc-408e-87be-01d6ffe39464,ROOM,0.0,19.0,0.0,0.0,6814.0,2552.0,0.0,10.0,1.0,2.0,205.0,1.0,1000.0,1500.0,1.0,2246.0,2246.0,3360.0,1.0,,,3.0,0.0,30.0,15.0,800.0,1000.0,1.0,1.0,250.0,120.0
2.0,48.0,RVAV - 49,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,Floor,6eaea814-17ee-406e-a465-69a444c0f5b2,ROOM,0.0,3052.0,0.0,0.0,17964.0,7933.0,2.0,52.0,1.0,1.0,290.5,1.0,1000.0,1500.0,1.0,2905.3,2905.3,3907.7,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,161.7,120.0
2.0,0.0,VAV9/1,ZoneEase VAV,1,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,1,a8501035-0ce6-4ba1-9fb6-3a211eb352e6,ROOM,0.0,1019.0,0.0,0.0,8206.0,4071.0,2.0,1.0,1.0,2.0,161.0,1.0,1000.0,1500.0,1.0,1080.0,1080.0,1368.0,,8.0,8.0,2.0,1.0,30.0,16.0,1000.0,2000.0,1.0,1.0,215.8,120.0
2.0,0.0,VAV PID-F-125,VAV-39,VAV-39,0,TF-VAV-39,e6d076ce-d4be-43e0-9a78-cf5eb51c31c6,ROOM,0.0,179.0,38.0,0.0,7333.0,3748.0,3.0,39.0,1.0,1.0,58.61587245,1.0,1000.0,1500.0,1.0,586.1587245,586.1587245,644.7745969,1.0,0.0,2.777777778,3.0,0.0,30.0,18.33333333,0.0,2000.0,1.0,1.0,373.26,120.0
2.0,0.0,VAV W9,Belimo VAV,G019,0,G019,17a577e5-7258-4f43-96ea-531e9b6c5f3b,ROOM,0.0,46016.0,4.0,0.0,5777.0,2522.0,2.0,16.0,1.0,2.0,1944.0,1.0,1000.0,1500.0,1.0,1944.0,4860.0,0.0,0.0,0.0,0.0,3.0,0.0,24.0,20.0,0.0,0.0,1.0,0.0,0.0,120.0
2.0,0.0,VAV PID-300,37,2,0,AHU-11-2-37,533213fc-1920-4ecb-ab57-835dddcaa912,ROOM,0.0,37.0,36.0,0.0,3456.0,1939.0,3.0,37.0,1.0,2.0,341.19,1.0,1000.0,1500.0,1.0,3411.9,3411.9,3753.09,1.0,0.0,5.0,3.0,0.0,30.0,18.0,0.0,2000.0,1.0,1.0,360.0,120.0
1.0,22.0,box 23,aaa,aaa,,Raum 1,76b96bf3-adc8-4c9d-83a7-04f0becd70ed,ROOM,0.0,23.0,0.0,0.0,497.0,470.0,2.0,23.0,1.0,2.0,1.0,1.0,1000.0,1500.0,1.0,100.0,100.0,0.0,0.0,,,2.0,1.0,,,1.0,100.0,1.0,1.0,0.0,120.0
3.0,19.0,VAV20,VAV20,20,20,1,e3d8d044-b2c9-4490-b418-c0b5d7c1d2be,ROOM,0.0,271020.0,0.0,0.0,4691.0,2437.0,2.0,20.0,1.0,2.0,800.0,1.0,1000.0,1500.0,1.0,2600.0,2600.0,2600.0,1.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,105.0,120.0
2.0,15.0,1A_15F_V6_04,1A_15F_V6_04,1A_15_63,V6_VAV_5000_06,A,5f7d0b40-476f-4039-b2ae-323b9b9c6dc6,ROOM,0.0,2115063.0,0.0,0.0,16435.0,7416.0,2.0,63.0,1.0,4.0,112.0,1.0,1000.0,1500.0,1.0,763.0,763.0,763.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
1.0,0.0,6INCH-4,ZoneEase VAV,4,6INCH,4,8d3c1d62-f0e9-4bc8-946f-a191bb6bf177,ROOM,0.0,4.0,3.0,0.0,8587.0,4207.0,2.0,4.0,1.0,2.0,94.0,1.0,1000.0,1500.0,1.0,791.0,791.0,791.0,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,250.0,120.0
8.0,29.0,1B-28F-C12-3,1B-28F-C12-3,1B-28F-58,C12_CAV-5000-12,B,6774fa5f-5742-4ac3-9dd5-2ad2df5d099f,ROOM,0.0,2328058.0,1.0,0.0,28176.0,7417.0,2.0,58.0,1.0,2.0,3568.0,1.0,1000.0,1500.0,1.0,3568.0,3568.0,3568.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,138.0,60.0
2.0,46.0, RVAV-46,AHU-01&02-RVAV-46,AHU-01&02-RVAV-46,AHU-01&02-RVAV-46,AHU-01&02 ,ee21d069-b9e5-43db-9c3b-00e0bc7d68cd,ROOM,0.0,250.0,0.0,0.0,27044.0,11636.0,2.0,50.0,1.0,1.0,90.0,1.0,1000.0,1500.0,1.0,339.8,339.8,934.5,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,161.7,120.0
2.0,8.0,10-23-413-650x300-6302,OVAV-9,n.a,DVFO-CCB-650 X300,N.A,f57ce160-6014-4f1a-bff5-4a6df876de7e,ROOM,0.0,719.0,0.0,0.0,18021.0,7957.0,2.0,19.0,1.0,1.0,935.0,1.0,1000.0,1500.0,1.0,4675.0,4675.0,6120.0,1.0,0.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,166.0,120.0
5.0,8.0,VAV-35,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,0,4a76fb36-b343-462b-8e77-1dce904c0f9e,ROOM,0.0,1.0,0.0,0.0,8820.0,4296.0,2.0,1.0,1.0,2.0,524.88,1.0,1000.0,1500.0,1.0,524.88,1749.6,2800.8,1.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,250.0,120.0
6.0,95.0,RSV-TU-07-W-019,TU07-W-19,223,TU07-W,2,bc6936bf-bab9-4934-b900-f8bb1136737d,ROOM,0.0,10223.0,0.0,0.0,4396.0,2325.0,2.0,96.0,1.0,2.0,500.0,1.0,1000.0,1500.0,1.0,850.0,850.0,1530.0,0.0,4.0,4.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,299.0,120.0
2.0,0.0,DVS-150,BMS ROOM,BMS ROOM,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-2-17,69cb4d28-e3b1-4f49-94e6-47db47a1b26e,ROOM,0.0,5040.0,39.0,0.0,4228.0,2252.0,2.0,40.0,1.0,2.0,68.0,1.0,1000.0,1500.0,1.0,680.0,680.0,680.0,0.0,,,3.0,1.0,30.0,10.0,0.0,2000.0,1.0,1.0,178.0,120.0
2.0,1.0,CCS-3-3rd F-AHU-12-VAV-95,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,DIRECTORS CABIN & WORK HALL,d19701a7-5700-42bb-bc5c-1a8433dba043,ROOM,0.0,284.0,28.0,0.0,19306.0,8456.0,2.0,30.0,1.0,2.0,510.0,1.0,1000.0,1500.0,1.0,3400.0,3400.0,3580.0,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,197.0,120.0
13.0,29.0,FPB-L16-30,F3H-30,F16-30,FPB-L16-30_FDV-50W2-2010,1,cd6ef564-7326-44c5-9cb6-9df2623ba055,ROOM,0.0,1001630.0,0.0,0.0,6113.0,2066.0,2.0,30.0,1.0,1.0,164.0,1.0,1000.0,1500.0,1.0,1480.0,1480.0,2293.0,0.0,3.0,3.0,2.0,0.0,30.0,18.0,0.0,2000.0,1.0,1.0,124.0,120.0
2.0,3.0,8F_VAV_04,8F_VAV_04,8F_VAV_04,8F_VAV_04,ROOM,0a2510cf-69ef-45bc-9ab6-a0e4694c3d67,ROOM,0.0,8004.0,0.0,0.0,23703.0,10210.0,1.0,4.0,1.0,1.0,170.0,1.0,1000.0,1500.0,1.0,1699.0,1699.0,2804.0,0.0,0.0,0.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,79.0,120.0
8.0,25.0,1A_11F_12_5,1A_11F_12_5,1A_11F_106,C12_CAV_5000_12,C,e54e94a7-8757-4a72-b70d-40012e59a699,ROOM,0.0,2111106.0,2.0,0.0,25821.0,8128.0,2.0,106.0,1.0,2.0,3568.0,1.0,1000.0,1500.0,1.0,3568.0,3568.0,3568.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,138.0,60.0
8.0,21.0,1B-22F-C12-01,1B-22F-C12-1,1B-22F-99,C12_CAV-5000-12,A,2f154202-aca0-4269-9dbc-e906ebf1a2d9,ROOM,0.0,2322096.0,0.0,0.0,25822.0,8129.0,2.0,96.0,1.0,2.0,3568.0,1.0,1000.0,1500.0,1.0,3568.0,3568.0,3568.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,138.0,60.0
2.0,0.0,VAV-PID-F-100,VAV-91,RVAV-87,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-314,a6832630-25b3-40b2-92a7-a70312c69960,ROOM,0.0,314.0,90.0,0.0,18737.0,7283.0,3.0,91.0,1.0,1.0,43.3,1.0,1000.0,1500.0,1.0,288.8,288.8,317.7,1.0,0.0,0.0,3.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,373.3,120.0
2.0,26.0,VAV-29,VAV-29,CANDIDATES WAITING AREA,VAV-29,ROOM,248d951d-ceac-4031-95c1-000842a675ee,ROOM,0.0,12029.0,0.0,0.0,23061.0,9929.0,1.0,29.0,1.0,1.0,119.0,1.0,1000.0,1500.0,1.0,1189.0,1189.0,1801.0,0.0,0.0,0.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,247.0,120.0
